Found Platform
Platform Name: Xilinx
INFO: Reading krnl_hbm_write_offset.xclbin
Loading: 'krnl_hbm_write_offset.xclbin'
29,58720256,162.991
29,67108864,382.947
30,0,12.5321
30,8388608,19.2317
30,16777216,23.6919
30,25165824,27.9645
30,33554432,33.8872
30,41943040,40.4807
30,50331648,60.6163
30,58720256,169.759
30,67108864,396.146
31,0,12.4951
31,8388608,19.545
31,16777216,25.0139
31,25165824,29.0422
31,33554432,35.2328
31,41943040,41.8148
31,50331648,62.6999
31,58720256,174.052
31,67108864,409.349
32,0,12.4625
32,8388608,19.8375
32,16777216,24.9737
32,25165824,29.6569
32,33554432,35.7804
32,41943040,43.1086
32,50331648,64.7331
32,58720256,181.961
32,67108864,422.542
