Found Platform
Platform Name: Xilinx
INFO: Reading ./krnl_hbm_read_offset.xclbin
Loading: './krnl_hbm_read_offset.xclbin'
Trying to program device[0]: xilinx_u280_xdma_201920_3
Device[0]: program successful!
29,25165824,25.7786
29,33554432,32.5603
29,41943040,52.9577
29,50331648,85.479
29,58720256,187.918
29,67108864,381.547
30,0,13.0897
30,8388608,18.8957
30,16777216,22.2536
30,25165824,24.7399
30,33554432,31.6868
30,41943040,48.4467
30,50331648,77.5445
30,58720256,193.95
30,67108864,394.691
31,0,13.1854
31,8388608,19.1654
31,16777216,22.4859
31,25165824,25.0853
31,33554432,29.7526
31,41943040,48.6255
31,50331648,80.9693
31,58720256,199.234
31,67108864,407.836
32,0,13.0653
32,8388608,19.3619
32,16777216,21.8765
32,25165824,24.8057
32,33554432,28.9446
32,41943040,49.3553
32,50331648,83.9742
32,58720256,201.182
32,67108864,421.014
